Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Datetime,,,,,
2026-03-19 03:45:00+00:00,1246.4000244140625,1253.5,1244.0,1244.0,0
2026-03-19 03:46:00+00:00,1244.9000244140625,1246.9000244140625,1240.699951171875,1246.0,98620
2026-03-19 03:47:00+00:00,1245.0,1245.9000244140625,1244.0,1244.5,38216
2026-03-19 03:48:00+00:00,1243.300048828125,1245.9000244140625,1242.4000244140625,1245.5,70341
2026-03-19 03:49:00+00:00,1243.0999755859375,1244.5,1243.0,1243.800048828125,50900
2026-03-19 03:50:00+00:00,1243.9000244140625,1244.5999755859375,1242.0,1243.4000244140625,48112
2026-03-19 03:51:00+00:00,1243.4000244140625,1245.199951171875,1243.300048828125,1243.9000244140625,34463
2026-03-19 03:52:00+00:00,1242.5,1243.4000244140625,1242.5,1243.4000244140625,19884
2026-03-19 03:53:00+00:00,1242.0999755859375,1243.9000244140625,1241.5,1242.5999755859375,23750
2026-03-19 03:54:00+00:00,1243.699951171875,1244.4000244140625,1240.0,1242.0999755859375,43351
2026-03-19 03:55:00+00:00,1242.5999755859375,1244.300048828125,1242.5999755859375,1243.699951171875,24237
2026-03-19 03:56:00+00:00,1242.800048828125,1243.699951171875,1242.0,1242.699951171875,23852
2026-03-19 03:57:00+00:00,1242.9000244140625,1243.9000244140625,1241.5999755859375,1242.800048828125,20169
2026-03-19 03:58:00+00:00,1241.0999755859375,1243.0999755859375,1241.0999755859375,1243.0999755859375,16034
2026-03-19 03:59:00+00:00,1240.800048828125,1242.0999755859375,1240.699951171875,1241.0999755859375,21753
2026-03-19 04:00:00+00:00,1241.4000244140625,1241.9000244140625,1239.9000244140625,1240.9000244140625,52393
2026-03-19 04:01:00+00:00,1241.699951171875,1242.699951171875,1241.0999755859375,1241.800048828125,14149
2026-03-19 04:02:00+00:00,1241.699951171875,1242.0,1240.9000244140625,1241.699951171875,14385
2026-03-19 04:03:00+00:00,1240.800048828125,1242.5999755859375,1240.800048828125,1241.800048828125,24401
2026-03-19 04:04:00+00:00,1240.5,1241.4000244140625,1240.300048828125,1240.800048828125,19571
2026-03-19 04:05:00+00:00,1240.800048828125,1241.5,1240.0,1240.699951171875,34937
2026-03-19 04:06:00+00:00,1242.0,1242.0,1240.4000244140625,1241.0999755859375,15719
2026-03-19 04:07:00+00:00,1244.699951171875,1244.699951171875,1241.699951171875,1242.0,85739
2026-03-19 04:08:00+00:00,1241.800048828125,1244.4000244140625,1241.5,1244.4000244140625,43209
2026-03-19 04:09:00+00:00,1241.699951171875,1242.300048828125,1240.699951171875,1241.4000244140625,55346
2026-03-19 04:10:00+00:00,1241.800048828125,1242.0,1240.699951171875,1241.5,34794
2026-03-19 04:11:00+00:00,1242.0,1243.0,1241.199951171875,1241.800048828125,16817
2026-03-19 04:12:00+00:00,1241.800048828125,1242.300048828125,1240.699951171875,1241.800048828125,15364
2026-03-19 04:13:00+00:00,1242.5999755859375,1242.5999755859375,1241.0,1241.699951171875,13126
2026-03-19 04:14:00+00:00,1242.0,1242.800048828125,1241.4000244140625,1242.699951171875,8135
2026-03-19 04:15:00+00:00,1241.5,1242.0999755859375,1241.0,1241.800048828125,9290
2026-03-19 04:16:00+00:00,1240.0999755859375,1241.800048828125,1240.0,1241.5999755859375,35885
